id,Name,Country,Fueltype,Capacity,CapacityFactor,EmissionFactor_kg_per_kWh,EstimatedAnnualCO2_tonnes
422,Somplago,Italy,Hydro,220.0,0.4,0,0.0
423,Sondrio,Italy,Hydro,144.0,0.4,0,0.0
424,Torbole,Italy,Hydro,110.0,0.4,0,0.0
425,Venina,Italy,Hydro,327.0,0.4,0,0.0
426,Azutan,Spain,Hydro,180.0,0.4,0,0.0
427,Barazar,Spain,Hydro,84.0,0.4,0,0.0
428,Ackersand,Switzerland,Hydro,62.0,0.4,0,0.0
429,Ardon,Switzerland,Hydro,52.0,0.4,0,0.0
430,Frieira,Spain,Hydro,130.0,0.4,0,0.0
431,Biasca,Switzerland,Hydro,324.0,0.4,0,0.0
432,Bitsch,Switzerland,Hydro,340.0,0.4,0,0.0
433,Castasegna,Switzerland,Hydro,100.0,0.4,0,0.0
434,Cavergno,Switzerland,Hydro,114.0,0.4,0,0.0
435,Cofrentes,Spain,Hydro,244.0,0.4,0,0.0
436,Cornatel,Spain,Hydro,132.0,0.4,0,0.0
437,Eriste,Spain,Hydro,88.0,0.4,0,0.0
438,Eume,Spain,Hydro,54.0,0.4,0,0.0
439,Bavona,Switzerland,Hydro,140.0,0.4,0,0.0
440,Hermillon,France,Hydro,119.0,0.4,0,0.0
441,Rheinfelden,Germany,Hydro,100.0,0.4,0,0.0
442,Ana Sira,Norway,Hydro,150.0,0.4,0,0.0
443,Askara,Norway,Hydro,133.0,0.4,0,0.0
444,Aura,Norway,Hydro,283.0,0.4,0,0.0
445,Bjolvo,Norway,Hydro,103.0,0.4,0,0.0
446,Ovre Vinstra,Norway,Hydro,140.0,0.4,0,0.0
447,Oyberget,Norway,Hydro,104.0,0.4,0,0.0
448,Rana,Norway,Hydro,500.0,0.4,0,0.0
449,Pirttikoski,Finland,Hydro,152.0,0.4,0,0.0
450,Roldal,Norway,Hydro,160.0,0.4,0,0.0
451,Saheim,Norway,Hydro,187.0,0.4,0,0.0
452,Siso,Norway,Hydro,180.0,0.4,0,0.0
453,Finndola,Norway,Hydro,108.0,0.4,0,0.0
454,Grytten,Norway,Hydro,144.0,0.4,0,0.0
455,Hjartdola,Norway,Hydro,120.0,0.4,0,0.0
456,Hol,Norway,Hydro,230.0,0.4,0,0.0
457,Holen,Norway,Hydro,350.0,0.4,0,0.0
458,Hylen,Norway,Hydro,160.0,0.4,0,0.0
459,Rendal,Norway,Hydro,206.0,0.4,0,0.0
460,Mottec,Switzerland,Hydro,89.0,0.4,0,0.0
461,Mapragg,Switzerland,Hydro,280.0,0.4,0,0.0
462,Blafalli,Norway,Hydro,113.0,0.4,0,0.0
463,Borgund,Norway,Hydro,212.0,0.4,0,0.0
464,Bratsberg,Norway,Hydro,132.0,0.4,0,0.0
465,Brokke,Norway,Hydro,379.0,0.4,0,0.0
466,Dale,Norway,Hydro,150.0,0.4,0,0.0
467,Driva,Norway,Hydro,144.0,0.4,0,0.0
468,Evanger,Norway,Hydro,330.0,0.4,0,0.0
469,New Vemork,Norway,Hydro,204.0,0.4,0,0.0
470,Ferrera,Switzerland,Hydro,180.0,0.4,0,0.0
471,Tevla,Norway,Hydro,50.0,0.4,0,0.0
472,Lang Sima,Norway,Hydro,580.0,0.4,0,0.0
473,Leirdola,Norway,Hydro,115.0,0.4,0,0.0
474,Lomi,Norway,Hydro,120.0,0.4,0,0.0
475,Lysebotn,Norway,Hydro,598.0,0.4,0,0.0
476,Mar,Norway,Hydro,185.0,0.4,0,0.0
477,Matre,Norway,Hydro,330.0,0.4,0,0.0
478,Mauranger,Norway,Hydro,256.0,0.4,0,0.0
479,Vinje,Norway,Hydro,309.0,0.4,0,0.0
480,Lobbia Albigna,Switzerland,Hydro,86.0,0.4,0,0.0
481,San Floriano,Italy,Hydro,180.0,0.4,0,0.0
482,Herva,Norway,Hydro,33.0,0.4,0,0.0
483,Nygard,Norway,Hydro,56.0,0.4,0,0.0
484,Oljusjoen,Norway,Hydro,50.0,0.4,0,0.0
485,Skjerka,Norway,Hydro,104.0,0.4,0,0.0
486,Solbergfoss,Norway,Hydro,211.0,0.4,0,0.0
487,Solhom,Norway,Hydro,200.0,0.4,0,0.0
488,Songa,Norway,Hydro,136.0,0.4,0,0.0
489,Sonna,Norway,Hydro,275.0,0.4,0,0.0
490,Jostedal,Norway,Hydro,290.0,0.4,0,0.0
491,Steinsland,Norway,Hydro,170.0,0.4,0,0.0
492,Suldal,Norway,Hydro,320.0,0.4,0,0.0
493,Sundsbarm,Norway,Hydro,110.0,0.4,0,0.0
494,Vamma,Norway,Hydro,344.0,0.4,0,0.0
495,Usta,Norway,Hydro,186.0,0.4,0,0.0
496,Tysso,Norway,Hydro,220.0,0.4,0,0.0
497,Tyin,Norway,Hydro,390.0,0.4,0,0.0
498,Tunnsjodal,Norway,Hydro,171.0,0.4,0,0.0
499,Torpa,Norway,Hydro,164.0,0.4,0,0.0
500,Steinsfoss,Norway,Hydro,115.0,0.4,0,0.0
501,Kolsvik,Norway,Hydro,128.0,0.4,0,0.0
502,Kvilldal,Norway,Hydro,1240.0,0.4,0,0.0
503,Sundsfjord,Norway,Hydro,102.0,0.4,0,0.0
504,Svelgen,Norway,Hydro,140.0,0.4,0,0.0
505,Tafjord,Norway,Hydro,113.0,0.4,0,0.0
506,Tjodan,Norway,Hydro,113.0,0.4,0,0.0
507,Tjorhom,Norway,Hydro,120.0,0.4,0,0.0
508,Tokke,Norway,Hydro,440.0,0.4,0,0.0
509,Tonstad,Norway,Hydro,960.0,0.4,0,0.0
510,Errochty,United Kingdom,Hydro,75.0,0.4,0,0.0
511,Naddvik,Norway,Hydro,112.0,0.4,0,0.0
512,Nea,Norway,Hydro,222.0,0.4,0,0.0
513,Nedre Rossaga,Norway,Hydro,350.0,0.4,0,0.0
514,Nedre Vinstra,Norway,Hydro,344.0,0.4,0,0.0
515,Nes,Norway,Hydro,260.0,0.4,0,0.0
516,Nore,Norway,Hydro,263.0,0.4,0,0.0
517,Oksla,Norway,Hydro,220.0,0.4,0,0.0
518,Ovre Rossaga,Norway,Hydro,159.0,0.4,0,0.0
519,Goscheneralp,Switzerland,Hydro,165.0,0.4,0,0.0
520,Lotschen,Switzerland,Hydro,122.0,0.4,0,0.0
521,Myster,Norway,Hydro,110.0,0.4,0,0.0
522,Bistrica Eps,Serbia,Hydro,102.0,0.4,0,0.0
523,Vidraru,Romania,Hydro,219.0,0.4,0,0.0
524,Tismana,Romania,Hydro,105.0,0.4,0,0.0
525,Stejaru,Romania,Hydro,151.0,0.4,0,0.0
526,Ruieni,Romania,Hydro,138.0,0.4,0,0.0
527,Mariselu,Romania,Hydro,215.0,0.4,0,0.0
528,Lotru,Romania,Hydro,509.0,0.4,0,0.0
529,Bradisor,Romania,Hydro,100.0,0.4,0,0.0
530,Valeira,Portugal,Hydro,240.0,0.4,0,0.0
531,Robiei,Switzerland,Hydro,192.0,0.4,0,0.0
532,Pocinho,Portugal,Hydro,186.0,0.4,0,0.0
533,Picote,Portugal,Hydro,440.0,0.4,0,0.0
534,Miranda,Portugal,Hydro,369.0,0.4,0,0.0
535,Fratel,Portugal,Hydro,132.0,0.4,0,0.0
536,Crestuma Lever,Portugal,Hydro,117.0,0.4,0,0.0
537,Castelo De Bode,Portugal,Hydro,159.0,0.4,0,0.0
538,Carrapatelo,Portugal,Hydro,201.0,0.4,0,0.0
539,Cabril,Portugal,Hydro,108.0,0.4,0,0.0
540,Stechovice,Czechia,Hydro,45.0,0.4,0,0.0
541,Regua,Portugal,Hydro,180.0,0.4,0,0.0
542,Striven Stve,United Kingdom,Hydro,8.0,0.4,0,0.0
543,Tummel Bridge Tumb,United Kingdom,Hydro,34.0,0.4,0,0.0
544,Seekraftwerk Zervreila,Switzerland,Hydro,22.0,0.4,0,0.0
545,Seabank,United Kingdom,Natural Gas,1258.0,0.45,370,1834843.32
546,Rocksavage,United Kingdom,Natural Gas,810.0,0.45,370,1181417.4
547,Peterborough,United Kingdom,Natural Gas,314.0,0.45,370,457981.56
548,Pembroke,United Kingdom,Natural Gas,2350.0,0.45,370,3427569.0
549,Langage,United Kingdom,Natural Gas,905.0,0.45,370,1319978.7
550,West Burton,United Kingdom,Hard Coal,2188.0,0.5,820,7858420.8
551,Zvornik,Serbia,Hydro,126.0,0.4,0,0.0
552,Cordemais,France,Hard Coal,1260.0,0.5,820,4525416.0
553,Vaskiluoto,Finland,Hard Coal,250.0,0.5,820,897900.0
554,Naantali Chp,Finland,Hard Coal,366.0,0.5,820,1314525.6
555,Nordjylland,Denmark,Hard Coal,716.0,0.5,820,2571585.6
556,Esbjerg,Denmark,Hard Coal,407.0,0.5,820,1461781.2
557,Olkiluoto Reserve,Finland,Oil,100.0,0.2,650,113880.0
558,Suomenoja,Finland,Hard Coal,170.0,0.5,820,610572.0
559,Bacau Chp,Romania,Hard Coal,60.0,0.5,820,215496.0
560,Koralpe,Austria,Hydro,50.0,0.4,0,0.0
561,Orfeus,Bulgaria,Hydro,160.0,0.4,0,0.0
562,Drax Timepoint,United Kingdom,Hard Coal,4206.0,0.5,820,15106269.6
563,Sestrimo,Bulgaria,Hydro,240.0,0.4,0,0.0
564,Gervans,France,Hydro,120.0,0.4,0,0.0
565,Sablons,France,Hydro,160.0,0.4,0,0.0
566,Agra,Greece,Hydro,50.0,0.4,0,0.0
567,Kegums,Latvia,Hydro,240.0,0.4,0,0.0
568,Plavinas,Latvia,Hydro,894.0,0.4,0,0.0
569,Innset,Norway,Hydro,91.0,0.4,0,0.0
570,Kralova,Slovakia,Hydro,45.0,0.4,0,0.0
571,Miksova,Slovakia,Hydro,94.0,0.4,0,0.0
572,Bemposta,Portugal,Hydro,443.0,0.4,0,0.0
573,Povazska Bystrica,Slovakia,Hydro,55.0,0.4,0,0.0
574,Fala,Slovenia,Hydro,58.0,0.4,0,0.0
575,Mariborski Otok,Slovenia,Hydro,60.0,0.4,0,0.0
576,Ozbalt,Slovenia,Hydro,73.0,0.4,0,0.0
577,Vuhred,Slovenia,Hydro,72.0,0.4,0,0.0
578,Vuzenica,Slovenia,Hydro,56.0,0.4,0,0.0
579,Hopflauenen Trift,Switzerland,Hydro,85.0,0.4,0,0.0
580,Muhleberg,Switzerland,Hydro,45.0,0.4,0,0.0
581,Adamselv,Norway,Hydro,50.0,0.4,0,0.0
582,Nosice,Slovakia,Hydro,68.0,0.4,0,0.0
583,Wloclawek,Poland,Hydro,168.0,0.4,0,0.0
584,Vrutok,North Macedonia,Hydro,166.0,0.4,0,0.0
585,Tikves,North Macedonia,Hydro,114.0,0.4,0,0.0
586,Kaunas Algirdas Brazauskas,Lithuania,Hydro,101.0,0.4,0,0.0
587,Riga,Latvia,Hydro,402.0,0.4,0,0.0
588,Opole,Poland,Hard Coal,3332.0,0.5,820,11967211.2
589,Patnow,Poland,Lignite,1718.0,0.6,1050,9481298.4
590,Polaniec,Poland,Hard Coal,1882.0,0.5,820,6759391.2
591,Poznan Karolin,Poland,Hard Coal,285.0,0.5,820,1023606.0
592,Peshtera,Bulgaria,Hydro,135.0,0.4,0,0.0
593,Siersza,Poland,Hard Coal,797.0,0.5,820,2862505.2
594,Wroclaw,Poland,Hard Coal,263.0,0.5,820,944590.8
595,Turow,Poland,Lignite,2754.0,0.6,1050,15198775.2
596,Walheim,Germany,Hard Coal,244.0,0.5,820,876350.4
597,Innerfragant Oschenik,Austria,Hydro,114.0,0.4,0,0.0
598,Capljina,Bosnia and Herzegovina,Hydro,440.0,0.4,0,0.0
599,Visegrad,Bosnia and Herzegovina,Hydro,315.0,0.4,0,0.0
600,Ivailovgrad,Bulgaria,Hydro,114.0,0.4,0,0.0
601,Kardjali,Bulgaria,Hydro,110.0,0.4,0,0.0
602,Momina Klisura,Bulgaria,Hydro,120.0,0.4,0,0.0
603,Rybnik,Poland,Hard Coal,1775.0,0.5,820,6375090.0
604,Villerest,France,Hydro,66.0,0.4,0,0.0
605,Messochora,Greece,Hydro,162.0,0.4,0,0.0
606,Canicada,Portugal,Hydro,62.0,0.4,0,0.0
607,Paradela,Portugal,Hydro,54.0,0.4,0,0.0
608,Vilar Tabuaco,Portugal,Hydro,58.0,0.4,0,0.0
609,Boden,Sweden,Hydro,80.0,0.4,0,0.0
610,Langbjorn,Sweden,Hydro,98.0,0.4,0,0.0
611,Moforsen,Sweden,Hydro,140.0,0.4,0,0.0
612,Storfinnforsen,Sweden,Hydro,112.0,0.4,0,0.0
613,Jochenstein,Austria,Hydro,132.0,0.4,0,0.0
614,Rance Tidal Rance Tidal,France,Hydro,240.0,0.4,0,0.0
615,Lagisza,Poland,Hard Coal,1180.0,0.5,820,4238088.0
616,Dolna Odra,Poland,Hard Coal,1792.0,0.5,820,6436147.2
617,Belchatow Phase,Poland,Lignite,5400.0,0.6,1050,29801520.0
618,Amer,Netherlands,Hard Coal,1301.0,0.5,820,4672671.6
619,Studstrup,Denmark,Hard Coal,760.0,0.5,820,2729616.0
620,Amager,Denmark,Hard Coal,424.0,0.5,820,1522838.4
621,Hintermuhr,Austria,Hydro,107.0,0.4,0,0.0
622,Dlouhe Strane,Czechia,Hydro,638.0,0.4,0,0.0
623,Dalesice,Czechia,Hydro,472.0,0.4,0,0.0
624,Sault Brenaz Sault Brenaz Sault Brenaz,France,Hydro,30.4233143229802,0.4,0,0.0
625,Argentat,France,Hydro,48.0,0.4,0,0.0
626,Ayssenes Le Truel Wind Farm,France,Wind,12.0,0.35,0,0.0
627,Bancairon,France,Hydro,50.0,0.4,0,0.0
628,Castillon,France,Hydro,68.0,0.4,0,0.0
629,Castirla,France,Hydro,55.0,0.4,0,0.0
630,Cusset,France,Hydro,63.0,0.4,0,0.0
631,Eguzon,France,Hydro,72.0,0.4,0,0.0
632,Golinhac,France,Hydro,45.0,0.4,0,0.0
633,Grandval,France,Hydro,74.0,0.4,0,0.0
634,Soulom,France,Hydro,48.0,0.4,0,0.0
635,Lardit,France,Hydro,45.0,0.4,0,0.0
636,Le Sautet,France,Hydro,76.0,0.4,0,0.0
637,Manosque Volx,France,Hydro,55.0,0.4,0,0.0
638,Mazet,France,Hydro,56.0,0.4,0,0.0
639,Nentilla,France,Hydro,54.0,0.4,0,0.0
640,Pinet,France,Hydro,67.0,0.4,0,0.0
641,Saint Dalmas,France,Hydro,50.0,0.4,0,0.0
642,Saint Georges De Commiers,France,Hydro,60.0,0.4,0,0.0
643,Sainte Tulle,France,Hydro,97.0,0.4,0,0.0
644,Salignac,France,Hydro,78.0,0.4,0,0.0
645,Jouques,France,Hydro,72.0,0.4,0,0.0
646,Fiddler Ferry,United Kingdom,Hard Coal,2132.0,0.5,820,7657291.2
647,Sostanj,Slovenia,Lignite,1355.0,0.6,1050,7477974.0
648,Kymmens,Sweden,Hydro,55.0,0.4,0,0.0
649,Umluspen,Sweden,Hydro,104.0,0.4,0,0.0
650,Tuggen,Sweden,Hydro,105.0,0.4,0,0.0
651,Torpshammar,Sweden,Hydro,119.0,0.4,0,0.0
652,Stadsforsen,Sweden,Hydro,142.0,0.4,0,0.0
653,Lasele,Sweden,Hydro,165.0,0.4,0,0.0
654,Kvistforsen,Sweden,Hydro,140.0,0.4,0,0.0
655,Slapy,Czechia,Hydro,132.0,0.4,0,0.0
656,Pfreimd,Germany,Hydro,117.1,0.4,0,0.0
657,Holleforsen,Sweden,Hydro,151.0,0.4,0,0.0
658,Harrsele,Sweden,Hydro,223.0,0.4,0,0.0
659,Grundfors,Sweden,Hydro,108.0,0.4,0,0.0
660,Alvkarleby,Sweden,Hydro,125.0,0.4,0,0.0
661,Ladhon,Greece,Hydro,70.0,0.4,0,0.0
662,Illwerke Vkw Latschauwerk,Austria,Hydro,8.0,0.4,0,0.0
663,Silz Maschine,Austria,Hydro,500.0,0.4,0,0.0
664,Alzwerk,Germany,Hydro,50.4,0.4,0,0.0
665,Fenne,Germany,Hard Coal,390.0,0.5,820,1400724.0
666,Jarnvagsforsen,Sweden,Hydro,100.0,0.4,0,0.0
667,Orlik,Czechia,Hydro,360.0,0.4,0,0.0
668,Baixo Sabor Montante,Portugal,Hydro,153.0,0.4,0,0.0
669,Foz Tua,Portugal,Hydro,268.0,0.4,0,0.0
670,Gilceag,Romania,Hydro,149.0,0.4,0,0.0
671,Dnipro,Ukraine,Hydro,1539.0,0.4,0,0.0
672,Kaniv,Ukraine,Hydro,493.0,0.4,0,0.0
673,Kremenchuk,Ukraine,Hydro,700.0,0.4,0,0.0
674,Kyivska,Ukraine,Hydro,236.0,0.4,0,0.0
675,Agios Dimitrios,Greece,Lignite,1595.0,0.6,1050,8802486.0
676,Megalopoli Phase,Greece,Lignite,850.0,0.6,1050,4690980.0
677,Trypilska,Ukraine,Hard Coal,1225.0,0.5,820,4399710.0
678,Matra,Hungary,Lignite,884.0,0.6,1050,4878619.2
679,Moneypoint Timepoint,Ireland,Hard Coal,915.0,0.5,820,3286314.0
680,Eemshaven,Netherlands,Hard Coal,1600.0,0.5,820,5746560.0
681,Abono,Spain,Hard Coal,916.2,0.5,820,3290623.92
682,Los Barrios,Spain,Hard Coal,589.0,0.5,820,2115452.4
683,Soto De Ribera,Spain,Hard Coal,672.0,0.5,820,2413555.2
684,Uskmouth Phase,United Kingdom,Hard Coal,360.0,0.5,820,1292976.0
685,Burshtyn,Ukraine,Hard Coal,2366.0,0.5,820,8497725.6
686,Dobrotvir,Ukraine,Hard Coal,510.0,0.5,820,1831716.0
687,Zmiivska,Ukraine,Hard Coal,2270.0,0.5,820,8152932.0
688,Florina Meliti,Greece,Lignite,330.0,0.6,1050,1821204.0
689,Coryton,United Kingdom,Natural Gas,800.0,0.45,370,1166832.0
690,Swm Freimann,Germany,Natural Gas,105.219,0.45,370,153466.12
691,Gersteinwerk,Germany,Natural Gas,1388.0,0.45,370,2024453.52
692,Gud Mitte,Germany,Natural Gas,581.0,0.45,370,847411.74
693,South Humber Bank,United Kingdom,Natural Gas,1390.0,0.45,370,2027370.6
694,Keadby,United Kingdom,Natural Gas,1658.0,0.45,370,2418259.32
695,Killingholme,United Kingdom,Natural Gas,622.0,0.45,370,907211.88
696,Timelkam,Austria,Natural Gas,405.0,0.45,370,590708.7
697,Moorburg,Germany,Hard Coal,1600.0,0.5,820,5746560.0
698,Westfalen,Germany,Hard Coal,763.7,0.5,820,2742904.92
699,Staudinger,Germany,Hard Coal,522.0,0.5,820,1874815.2
700,Bouchain,France,Natural Gas,585.0,0.45,370,853245.9
701,Seujet,Switzerland,Hydro,8.7,0.4,0,0.0
702,Niederried Radelfingen Niederried Radelfingen,Switzerland,Hydro,15.0,0.4,0,0.0
703,Gabi,Switzerland,Hydro,11.33,0.4,0,0.0
704,Gental Fuhren,Switzerland,Hydro,9.6,0.4,0,0.0
705,Felsenau,Switzerland,Hydro,11.94,0.4,0,0.0
706,Aarberg,Switzerland,Hydro,15.2,0.4,0,0.0
707,Silvon Spain,Spain,Hydro,80.0,0.4,0,0.0
708,Marcinelle Energie Carsid,Belgium,Natural Gas,413.0,0.45,370,602377.02
709,Rodenhuize,Belgium,Solid Biomass,205.0,0.6,230,247820.4
710,Zelzate Knippegroen,Belgium,Natural Gas,315.0,0.45,370,459440.1
711,Vuosaari,Finland,Natural Gas,648.0,0.45,370,945133.92
712,Blenod,France,Natural Gas,427.0,0.45,370,622796.58
713,Drogenbos,Belgium,Natural Gas,460.0,0.45,370,670928.4
714,Trollheim,Norway,Hydro,130.0,0.4,0,0.0
715,Damhead Creek,United Kingdom,Natural Gas,805.0,0.45,370,1174124.7
716,Wyhlen Straflo,Germany,Hydro,27.0,0.4,0,0.0
717,Fellside Chp,United Kingdom,Natural Gas,155.0,0.45,370,226073.7
718,Grain,United Kingdom,Natural Gas,1365.0,0.45,370,1990907.1
719,Cuno Herdecke Bhkw,Germany,Natural Gas,423.03,0.45,370,617006.18
720,Huckingen,Germany,Natural Gas,606.0,0.45,370,883875.24
721,Irsching,Germany,Natural Gas,1722.0,0.45,370,2511605.88
722,Knapsack,Germany,Natural Gas,1326.0,0.45,370,1934024.04
723,Trianel Gaskraftwerk Hamm,Germany,Natural Gas,890.0,0.45,370,1298100.6
724,Frimmersdorf,Germany,Lignite,562.0,0.6,1050,3101565.6
725,Kreuzbergmaut,Austria,Hydro,35.7,0.4,0,0.0
726,Moabit,Germany,Hard Coal,89.0,0.5,820,319652.4
727,Reuter West,Germany,Hard Coal,688.0,0.5,820,2471020.8
728,Farge,Germany,Hard Coal,350.0,0.5,820,1257060.0
729,Hastedt,Germany,Hard Coal,119.0,0.5,820,427400.4
730,Tiefstack,Germany,Hard Coal,154.0,0.5,820,553106.4
731,Ivoz Ramet Ivoz Ramet,Belgium,Hydro,10.0,0.4,0,0.0
732,Werfen Pfarrwerfen Werfen Pfarrwerfen Werfen Pfarrwerfen,Austria,Hydro,32.0,0.4,0,0.0
733,Villach,Austria,Hydro,50.0,0.4,0,0.0
734,Urreiting,Austria,Hydro,32.5,0.4,0,0.0
735,St Veit St Veit,Austria,Hydro,32.0,0.4,0,0.0
736,St Johann St Johann St Johann,Austria,Hydro,32.5,0.4,0,0.0
737,Paternion,Austria,Hydro,48.0,0.4,0,0.0
738,Luftspeicher Gasturbinenkraftwerk Huntorf,Germany,Natural Gas,321.0,0.45,370,468191.34
739,Swm Nord,Germany,Natural Gas,333.0,0.45,370,485693.82
740,Pont Sur Sambre,France,Natural Gas,450.0,0.45,370,656343.0
741,Delesto,Netherlands,Natural Gas,523.0,0.45,370,762816.42
742,Wilhelmshaven,Germany,Hard Coal,1581.0,0.5,820,5678319.6
743,Gkh,Germany,Hard Coal,272.0,0.5,820,976915.2
744,Psw Niederwartha Pss,Germany,Hydro,39.8,0.4,0,0.0
745,Iffezheim,Germany,Hydro,147.9,0.4,0,0.0
746,Neef Maschine,Germany,Hydro,16.4,0.4,0,0.0
747,Martigues Ponteau,France,Natural Gas,998.0,0.45,370,1455622.92
748,Bischofshofen,Austria,Hydro,32.0,0.4,0,0.0
749,Dk Dunkerque,France,Natural Gas,808.0,0.45,370,1178500.32
750,Dingolfing,Germany,Hydro,15.0,0.4,0,0.0
751,Walchenseekraftwerk,Germany,Hydro,124.0,0.4,0,0.0
752,Wkw Rudolf Fettweis Werk Psw Schwarzenbach,Germany,Hydro,43.0,0.4,0,0.0
753,Croix De Metz Toul,France,Natural Gas,413.0,0.45,370,602377.02
754,Combigolfe,France,Natural Gas,453.0,0.45,370,660718.62
755,Rosshaupten Skw,Germany,Hydro,45.5,0.4,0,0.0
756,Kellerberg Kellersberg,Austria,Hydro,50.0,0.4,0,0.0
757,Kachlet,Germany,Hydro,53.7,0.4,0,0.0
758,Boylefoss,Norway,Hydro,65.0,0.4,0,0.0
759,Simeri Crichi,Italy,Natural Gas,885.0,0.45,370,1290807.9
760,Sparanise,Italy,Natural Gas,760.0,0.45,370,1108490.4
761,Termoli,Italy,Natural Gas,844.2,0.45,370,1231299.47
762,Torviscosa,Italy,Natural Gas,867.0,0.45,370,1264554.18
763,Rizziconi,Italy,Natural Gas,768.0,0.45,370,1120158.72
764,Gissi,Italy,Natural Gas,840.0,0.45,370,1225173.6
765,Aprilia,Italy,Natural Gas,800.0,0.45,370,1166832.0
766,Bogna,Norway,Hydro,57.0,0.4,0,0.0
767,Amorebieta,Spain,Natural Gas,786.0,0.45,370,1146412.44
768,Aceca,Spain,Natural Gas,759.0,0.45,370,1107031.86
769,Jesi,Italy,Natural Gas,140.0,0.45,370,204195.6
770,Jorundland,Norway,Hydro,55.0,0.4,0,0.0
771,Kaggefoss,Norway,Hydro,88.0,0.4,0,0.0
772,Iveland,Norway,Hydro,44.0,0.4,0,0.0
773,Hunderfossen,Norway,Hydro,112.0,0.4,0,0.0
774,Kjela,Norway,Hydro,62.0,0.4,0,0.0
775,Kjosnesfjorden,Norway,Hydro,84.0,0.4,0,0.0
776,Kvaenangsbotn,Norway,Hydro,55.0,0.4,0,0.0
777,Borregaard,Norway,Hydro,54.0,0.4,0,0.0
778,Abjora,Norway,Hydro,95.0,0.4,0,0.0
779,Grossraming,Austria,Hydro,72.0,0.4,0,0.0
780,Aroy,Norway,Hydro,90.0,0.4,0,0.0
781,Bagn,Norway,Hydro,75.0,0.4,0,0.0
782,Amlach,Austria,Hydro,60.0,0.4,0,0.0
783,Bjelland,Norway,Hydro,55.0,0.4,0,0.0
784,Voghera,Italy,Natural Gas,400.0,0.45,370,583416.0
785,Achensee Jenbach,Austria,Hydro,79.0,0.4,0,0.0
786,Vanttauskoski,Finland,Hydro,95.0,0.4,0,0.0
787,Skogfoss,Norway,Hydro,54.0,0.4,0,0.0
788,Skollenborg,Norway,Hydro,97.0,0.4,0,0.0
789,Sorfjord,Norway,Hydro,68.0,0.4,0,0.0
790,Storlivatn,Norway,Hydro,48.0,0.4,0,0.0
791,Svelgfoss,Norway,Hydro,92.0,0.4,0,0.0
792,Kvanndal,Norway,Hydro,40.0,0.4,0,0.0
793,Kvinen,Norway,Hydro,80.0,0.4,0,0.0
794,Pietrafitta,Italy,Natural Gas,365.0,0.45,370,532367.1
795,Arcos De La Frontera,Spain,Natural Gas,1585.4,0.45,370,2312369.32
796,Moncalieri,Italy,Natural Gas,780.0,0.45,370,1137661.2
797,Leini,Italy,Natural Gas,380.0,0.45,370,554245.2
798,La Casella,Italy,Natural Gas,1524.0,0.45,370,2222814.96
799,Ravenna,Italy,Natural Gas,773.0,0.45,370,1127451.42
800,Kvittingen,Norway,Hydro,48.0,0.4,0,0.0
801,Altomonte,Italy,Natural Gas,808.0,0.45,370,1178500.32
802,Candela,Italy,Natural Gas,401.0,0.45,370,584874.54
803,Chivasso,Italy,Natural Gas,1123.0,0.45,370,1637940.42
804,Porto Corsini,Italy,Natural Gas,718.0,0.45,370,1047231.72
805,Brattset,Norway,Hydro,80.0,0.4,0,0.0
806,Meraker,Norway,Hydro,87.0,0.4,0,0.0
807,Mosvik,Norway,Hydro,37.0,0.4,0,0.0
808,Mykstufoss,Norway,Hydro,48.0,0.4,0,0.0
809,Nedrenea,Norway,Hydro,67.0,0.4,0,0.0
810,New Nedre Fiskumfoss,Norway,Hydro,94.0,0.4,0,0.0
811,Nomeland,Norway,Hydro,29.0,0.4,0,0.0
812,Novle,Norway,Hydro,40.0,0.4,0,0.0
813,Sjona,Norway,Hydro,52.0,0.4,0,0.0
814,Grytaga,Norway,Hydro,62.0,0.4,0,0.0
815,Harpefossen,Norway,Hydro,108.0,0.4,0,0.0
816,Haverstad,Norway,Hydro,48.0,0.4,0,0.0
817,Hekni,Norway,Hydro,56.0,0.4,0,0.0
818,Hemsil,Norway,Hydro,70.0,0.4,0,0.0
819,Hovatn,Norway,Hydro,45.0,0.4,0,0.0
820,Hove,Norway,Hydro,68.0,0.4,0,0.0
821,Hoyanger,Norway,Hydro,93.0,0.4,0,0.0
822,Sildvik,Norway,Hydro,65.0,0.4,0,0.0
823,Froystul,Norway,Hydro,50.0,0.4,0,0.0
824,Zuevskaya,Ukraine,Hard Coal,1290.0,0.5,820,4633164.0
825,Zaporizhia,Ukraine,Hard Coal,1250.0,0.5,820,4489500.0
826,Vuglegirska,Ukraine,Hard Coal,1200.0,0.5,820,4309920.0
827,Starobesheve,Ukraine,Hard Coal,2010.0,0.5,820,7219116.0
828,Slavyansk,Ukraine,Hard Coal,880.0,0.5,820,3160608.0
829,Luganskaya,Ukraine,Hard Coal,1420.0,0.5,820,5100072.0
830,Ladyzhyn,Ukraine,Hard Coal,1800.0,0.5,820,6464880.0
831,Kurakhov,Ukraine,Hard Coal,1532.0,0.5,820,5502331.2
832,Eggborough,United Kingdom,Hard Coal,2132.0,0.5,820,7657291.2
833,Besos,Spain,Natural Gas,1671.0,0.45,370,2437220.34
834,He Derdap Djerdap Iron Gate,Serbia,Hydro,1083.0,0.4,0,0.0
835,La Batiaz,Switzerland,Hydro,170.0,0.4,0,0.0
